id,name,description,industry,location,founded_year,employee_count,revenue_range
27991,"Stanton, Becker and Cook",machine learning platform for patient monitoring.,Healthcare,Norway,2020,428,500M+
27992,Warner Ltd,AI-powered solution for lending.,Fintech,USA,2013,833,100M-500M
27993,Bryant Group,machine learning solution for fraud detection.,Fintech,UK,2015,3786,100M-500M
27994,Salas-Trevino,distributed software for observability.,Technology,Norway,2018,1136,50M-100M
27995,Coleman-Gutierrez,data-driven solution for payments.,Fintech,Germany,2006,262,500M+
27996,Ho PLC,automated platform for health data.,Healthcare,Sweden,2013,425,50M-100M
27997,Riddle-Walter,AI-powered engine for fraud detection.,Fintech,Netherlands,1998,298,500M+
27998,Mckinney-Manning,machine learning platform for lending.,Fintech,France,2003,4855,500M+
27999,"Berry, Walsh and Garrett",cloud-native infrastructure for 5G analytics.,Telecom,USA,2004,1564,500M+
28000,Mitchell-Morgan,real-time platform for route optimization.,Logistics,UK,2012,1132,50M-100M
28001,Chavez Group,automated system for patient monitoring.,Healthcare,USA,2002,2150,50M-100M
28002,Jackson-Evans,data-driven solution for renewable energy.,Energy,Sweden,2017,3776,50M-100M
28003,"Allen, Castillo and Tran",automated infrastructure for data pipelines.,Technology,France,2021,2804,50M-100M
28004,"Barry, Gardner and Wells",distributed software for inventory planning.,Retail,Norway,1996,2844,100M-500M
28005,Smith Inc,distributed software for energy forecasting.,Energy,Germany,2009,3611,50M-100M
28006,"Lowery, Dean and Copeland",real-time platform for supply chain visibility.,Logistics,Netherlands,2003,4364,500M+
28007,Clements Group,cloud-native infrastructure for drug discovery.,Biotech,Finland,2007,1156,500M+
28008,Gallagher PLC,distributed engine for route optimization.,Logistics,UK,2019,218,10M-50M
28009,Johns Group,cloud-native platform for cloud infrastructure.,Technology,Germany,2021,1921,100M-500M
28010,"Rodriguez, Lewis and Newton",cloud-native software for energy forecasting.,Energy,Finland,2013,1475,50M-100M
28011,Moore-Donaldson,AI-powered solution for vehicle telemetry.,Automotive,Germany,2005,3676,50M-100M
28012,Hunt-Brown,data-driven system for energy forecasting.,Energy,USA,2020,3272,50M-100M
28013,Stone Inc,real-time infrastructure for drug discovery.,Biotech,UK,2017,3509,50M-100M
28014,"Hopkins, Powell and Hughes",automated software for supply chain visibility.,Logistics,Sweden,2020,3305,100M-500M
28015,Fitzpatrick and Sons,automated engine for supply chain visibility.,Logistics,Netherlands,2013,1398,500M+
28016,"Mccullough, Becker and Gonzalez",automated platform for smart grid.,Energy,UK,2001,224,10M-50M
28017,"Ward, Ferguson and Johnson",machine learning software for observability.,Technology,Netherlands,2006,1341,100M-500M
28018,Reed PLC,data-driven software for supply chain visibility.,Logistics,France,2018,3854,100M-500M
28019,Scott PLC,distributed software for student analytics.,Education,USA,1999,1014,100M-500M
28020,Potter PLC,automated system for personalized learning.,Education,Norway,2009,2055,50M-100M
28021,"Frazier, Miller and Spence",predictive solution for inventory planning.,Retail,Norway,2004,1691,100M-500M
28022,House-Butler,automated solution for pricing optimization.,Retail,Finland,1998,120,50M-100M
28023,Wilkins-Evans,data-driven platform for network optimization.,Telecom,Norway,1997,1257,500M+
28024,Mooney-Chen,predictive engine for route optimization.,Logistics,USA,2019,454,500M+
28025,Fletcher Group,real-time infrastructure for renewable energy.,Energy,Finland,2016,4406,50M-100M
28026,White-Williams,machine learning engine for banking analytics.,Fintech,UK,2001,2251,500M+
28027,Bates-Williams,real-time platform for banking analytics.,Fintech,France,2002,770,500M+
28028,Gardner and Sons,predictive infrastructure for data pipelines.,Technology,Netherlands,2001,4742,100M-500M
28029,"Stevens, Walker and Patel",cloud-native solution for cloud infrastructure.,Technology,Norway,2009,925,100M-500M
28030,"Osborne, Berger and Nichols",cloud-native infrastructure for payments.,Fintech,Sweden,2011,1666,100M-500M
28031,"Dixon, Santiago and Lane",distributed infrastructure for gene editing.,Biotech,Netherlands,2017,2178,500M+
28032,Mendoza LLC,data-driven platform for route optimization.,Logistics,Sweden,2019,775,100M-500M
28033,Marquez-Price,machine learning solution for personalized learning.,Education,Sweden,2015,4579,50M-100M
28034,Johnson Ltd,cloud-native software for data pipelines.,Technology,Sweden,1996,2487,50M-100M
28035,Fuentes-Johnson,machine learning system for vehicle telemetry.,Automotive,Netherlands,2009,367,50M-100M
28036,Herrera-Reeves,real-time system for route optimization.,Logistics,France,1995,2878,100M-500M
28037,Pierce-Collins,predictive software for lending.,Fintech,Sweden,2012,2414,500M+
28038,"Patterson, Brown and Brooks",data-driven system for smart grid.,Energy,Sweden,2002,4767,50M-100M
28039,Taylor-Jones,AI-powered software for route optimization.,Logistics,USA,2001,438,500M+
28040,"Graham, Stone and Williams",predictive platform for vehicle telemetry.,Automotive,USA,2017,423,50M-100M
28041,"Bell, Smith and Ruiz",machine learning engine for personalized learning.,Education,France,2021,2093,500M+
28042,"Baker, Carpenter and Esparza",data-driven engine for smart grid.,Energy,Netherlands,2012,4108,500M+
28043,Rios-Keller,predictive platform for drug discovery.,Biotech,France,2010,3458,50M-100M
28044,"Molina, Obrien and Randolph",AI-powered infrastructure for molecular analysis.,Biotech,Sweden,2013,2838,100M-500M
28045,Patel LLC,machine learning solution for autonomous driving.,Automotive,Sweden,2010,3165,100M-500M
28046,"Dennis, Ingram and Rice",automated software for cloud infrastructure.,Technology,Netherlands,2007,747,500M+
28047,"Lewis, Cordova and Combs",cloud-native solution for banking analytics.,Fintech,UK,2011,2503,50M-100M
28048,Coleman LLC,data-driven system for inventory planning.,Retail,USA,1996,4864,100M-500M
28049,Khan Group,cloud-native platform for route optimization.,Logistics,Germany,1995,4811,500M+
28050,"Blankenship, Johnson and Flores",automated infrastructure for payments.,Fintech,France,2012,888,500M+
28051,"West, Smith and Caldwell",cloud-native infrastructure for gene editing.,Biotech,Sweden,2001,3056,50M-100M
28052,"West, Ramos and Hanna",distributed software for vehicle telemetry.,Automotive,Netherlands,2010,238,10M-50M
28053,Williams Ltd,cloud-native infrastructure for route optimization.,Logistics,Finland,2010,122,50M-100M
28054,"Rodriguez, Williams and Gonzales",real-time platform for inventory planning.,Retail,France,2005,1645,500M+
28055,Garcia-Smith,cloud-native system for cloud infrastructure.,Technology,France,2010,4420,50M-100M
28056,Gutierrez PLC,real-time solution for banking analytics.,Fintech,Finland,1998,3323,50M-100M
28057,"Gamble, Forbes and Jones",automated engine for route optimization.,Logistics,Germany,1999,3020,50M-100M
28058,"Pham, Harris and Thompson",cloud-native platform for network optimization.,Telecom,Norway,2007,2682,50M-100M
28059,"Nolan, Morales and Miller",cloud-native system for diagnostics.,Healthcare,USA,2012,3225,500M+
28060,Welch and Sons,real-time solution for drug discovery.,Biotech,Germany,2010,1167,100M-500M
28061,Jacobs and Sons,automated software for observability.,Technology,USA,2018,1212,100M-500M
28062,"Harvey, Mills and Rowe",real-time software for fraud detection.,Fintech,Finland,1999,1234,500M+
28063,Coleman LLC,machine learning platform for health data.,Healthcare,Finland,2024,4624,500M+
28064,Hall LLC,cloud-native engine for renewable energy.,Energy,UK,2000,2096,50M-100M
28065,Martin-Evans,distributed infrastructure for demand forecasting.,Retail,Netherlands,2020,979,100M-500M
28066,"Rivers, Juarez and Sexton",distributed infrastructure for supply chain visibility.,Logistics,Finland,2024,716,500M+
28067,Rodriguez-Marshall,distributed system for gene editing.,Biotech,Netherlands,2016,3227,50M-100M
28068,Randolph-Rodriguez,automated solution for drug discovery.,Biotech,USA,2013,4319,50M-100M
28069,"Bruce, Lozano and Browning",data-driven solution for 5G analytics.,Telecom,Finland,2007,4621,100M-500M
28070,Harris-Fuentes,distributed solution for patient monitoring.,Healthcare,Finland,2004,3358,100M-500M
28071,Cannon Inc,real-time engine for 5G analytics.,Telecom,France,2012,1984,100M-500M
28072,"Bailey, Moore and Madden",cloud-native infrastructure for diagnostics.,Healthcare,UK,2008,2707,500M+
28073,Adams-Shaffer,machine learning infrastructure for pricing optimization.,Retail,France,1996,1832,50M-100M
28074,"Schmidt, Alexander and Douglas",data-driven system for drug discovery.,Biotech,Netherlands,2003,1732,500M+
28075,Williams-Wallace,machine learning engine for supply chain visibility.,Logistics,Netherlands,2024,3252,50M-100M
28076,Freeman-Baker,real-time system for data pipelines.,Technology,France,1999,2819,50M-100M
28077,"Smith, James and Riddle",machine learning platform for gene editing.,Biotech,Norway,1998,4605,50M-100M
28078,Stewart Group,AI-powered infrastructure for renewable energy.,Energy,Norway,2017,1722,100M-500M
28079,"Welch, Larsen and Mcneil",automated infrastructure for route optimization.,Logistics,Sweden,2004,2783,500M+
28080,Medina and Sons,automated platform for molecular analysis.,Biotech,Netherlands,2017,3927,500M+
28081,Fowler Inc,predictive infrastructure for supply chain visibility.,Logistics,France,2020,4305,100M-500M
28082,Martinez LLC,real-time solution for observability.,Technology,Norway,1997,2216,50M-100M
28083,Stone and Sons,data-driven system for route optimization.,Logistics,Germany,1999,3219,50M-100M
28084,Becker-Kane,automated infrastructure for cloud infrastructure.,Technology,Norway,2008,1827,100M-500M
28085,Lucas-Reid,automated system for 5G analytics.,Telecom,Netherlands,2020,98,10M-50M
28086,Miller-Robinson,AI-powered solution for student analytics.,Education,Norway,2004,1025,50M-100M
28087,Mcbride-Costa,AI-powered infrastructure for vehicle telemetry.,Automotive,Finland,2016,529,100M-500M
28088,Washington-Warren,data-driven system for student analytics.,Education,UK,2003,208,50M-100M
28089,Campbell Ltd,AI-powered software for student analytics.,Education,Finland,2012,1430,500M+
28090,Mitchell-Allen,machine learning engine for route optimization.,Logistics,USA,2022,2291,100M-500M
28091,Castro-Bryant,data-driven infrastructure for patient monitoring.,Healthcare,Germany,1998,4553,50M-100M
28092,"May, Jimenez and Mendoza",machine learning engine for energy forecasting.,Energy,France,1998,4780,500M+
28093,Hughes and Sons,predictive engine for data pipelines.,Technology,Sweden,2022,3232,50M-100M
28094,Dyer-Adams,distributed engine for observability.,Technology,Sweden,2011,2103,50M-100M
28095,Hart-West,cloud-native infrastructure for autonomous driving.,Automotive,UK,2018,4660,500M+
28096,Miller Inc,real-time platform for smart grid.,Energy,France,2013,2306,500M+
28097,"Alexander, Reed and West",cloud-native solution for data pipelines.,Technology,Norway,1997,2274,50M-100M
28098,Wright-Arroyo,cloud-native infrastructure for renewable energy.,Energy,France,2022,3847,100M-500M
28099,"Carter, Nguyen and Owens",automated infrastructure for smart grid.,Energy,Finland,1997,1549,50M-100M
28100,Copeland LLC,predictive software for 5G analytics.,Telecom,France,2009,73,10M-50M
28101,"Jimenez, Garcia and Jones",data-driven platform for drug discovery.,Biotech,USA,2018,3214,500M+
28102,Frederick Group,cloud-native solution for lending.,Fintech,UK,2009,798,100M-500M
28103,"Hernandez, Jenkins and Bradley",data-driven system for lending.,Fintech,Finland,2022,4959,500M+
28104,Fox and Sons,predictive solution for 5G analytics.,Telecom,Germany,1999,3985,500M+
28105,"Guerrero, Owens and Morrison",predictive system for demand forecasting.,Retail,Germany,1998,396,50M-100M
28106,"Esparza, Johnson and Contreras",data-driven solution for cloud infrastructure.,Technology,Netherlands,1998,3592,100M-500M
28107,Green LLC,predictive software for energy forecasting.,Energy,Norway,2014,1330,500M+
28108,Cummings-Norman,machine learning engine for autonomous driving.,Automotive,France,2003,1829,100M-500M
28109,"Gonzales, Sutton and Pittman",data-driven software for demand forecasting.,Retail,France,2022,2273,50M-100M
28110,Christian-Simpson,predictive software for pricing optimization.,Retail,USA,2011,1941,100M-500M
28111,Johnson-Nunez,predictive software for molecular analysis.,Biotech,Netherlands,2015,4912,100M-500M
28112,"Guerrero, Cohen and Mcdaniel",AI-powered infrastructure for demand forecasting.,Retail,Norway,2000,317,100M-500M
28113,Greene-Hodges,predictive infrastructure for inventory planning.,Retail,Sweden,1999,3075,50M-100M
28114,Jones PLC,machine learning platform for payments.,Fintech,USA,2015,173,10M-50M
28115,Webb-Gallagher,predictive solution for observability.,Technology,Germany,2008,3744,50M-100M
28116,Larson Group,predictive system for banking analytics.,Fintech,UK,2006,2524,500M+
28117,Cabrera-Morales,machine learning platform for renewable energy.,Energy,Germany,2021,4548,100M-500M
28118,Mccormick-West,data-driven engine for drug discovery.,Biotech,Finland,2006,2668,100M-500M
28119,Wiggins-Payne,distributed system for health data.,Healthcare,Germany,2019,3321,500M+
28120,Acosta-Frederick,automated software for 5G analytics.,Telecom,Finland,2002,4987,500M+
28121,"Murray, Franco and Moore",cloud-native platform for supply chain visibility.,Logistics,Netherlands,2017,4986,500M+
28122,Paul Ltd,cloud-native engine for cloud infrastructure.,Technology,France,2002,2694,500M+
28123,Robertson Ltd,cloud-native engine for autonomous driving.,Automotive,USA,2002,3621,50M-100M
28124,"Freeman, Green and Krueger",automated engine for drug discovery.,Biotech,Netherlands,2006,2362,100M-500M
28125,Chaney-Mccarty,AI-powered platform for vehicle telemetry.,Automotive,USA,2002,2385,100M-500M
28126,Ibarra-Jackson,predictive platform for autonomous driving.,Automotive,Netherlands,2016,3288,100M-500M
28127,"Ramsey, Larsen and Krause",data-driven infrastructure for student analytics.,Education,France,2008,4942,50M-100M
28128,"Shields, Vega and Young",machine learning software for drug discovery.,Biotech,Finland,2003,4510,50M-100M
28129,"Haynes, Valdez and Gross",AI-powered software for smart grid.,Energy,USA,2019,2308,500M+
28130,Barrera Inc,predictive system for patient monitoring.,Healthcare,USA,2000,1188,50M-100M
28131,Henry-Martinez,AI-powered software for smart grid.,Energy,Germany,2017,1352,500M+
28132,Hale-Perez,cloud-native engine for banking analytics.,Fintech,Sweden,2011,773,500M+
28133,"Howard, Hendrix and Hughes",AI-powered engine for demand forecasting.,Retail,Norway,2012,2584,100M-500M
